city,year,page,line_no,organization_name,category,sub_category,line,address,description
Kansas City,1909,376,67,Fasenmyer Bldg.,Uncategorized,,"Fasenmyer Bldg.. Minnesota av., ne, cor. 7th.",,
Kansas City,1909,376,68,Fowler's Row,Uncategorized,,"Fowler's Row, ws, 2d, n. of Splitlog av.",,
Kansas City,1909,376,69,Flatiron Bldg.,Uncategorized,,Flatiron Bldg.. 1401-1407 Central av.,,
Kansas City,1909,376,70,Franklin Flats,Uncategorized,,"Franklin Flats, 610-630 Franklin av.",,
Kansas City,1909,376,71,Greystone Heights,Uncategorized,,"Greystone Heights, Greystone av., from State Line w. to Kaw River.",,
Kansas City,1909,376,72,Hallock Flats,Uncategorized,,"Hallock Flats, 2012 Hallock.",,
Kansas City,1909,376,73,Hazel Rose Place,Uncategorized,,"Hazel Rose Place, bet. Quindaro boul. and Browne and 17th and 18th.",,
Kansas City,1909,376,74,Heim Block,Uncategorized,,"Heim Block, Kansas av., junction of Berger.",,
Kansas City,1909,376,75,Hoagland Block,Uncategorized,,"Hoagland Block, 330-332 N. 7th.",,
Kansas City,1909,376,76,Holzmark Flats,Uncategorized,,"Holzmark Flats, 720-730 Minnesota av.",,
Kansas City,1909,376,77,Horstman Bldg.,Uncategorized,,"Horstman Bldg., 648 Minnesota av.",,
Kansas City,1909,376,78,Huron Place,Uncategorized,,"Huron Place, ss. Minnesota av., bet. 6th and 7th.",,
Kansas City,1909,376,79,Husted Bldg.,Uncategorized,,"Husted Bldg.. Minnesota av., nw. cor. 6th.",,
Kansas City,1909,376,80,Ide Block,Uncategorized,,"Ide Block, 326-530 Minnesota av.",,
Kansas City,1909,376,81,Insurance Bldg.,Uncategorized,,"Insurance Bldg., 548 Minnesota av.",,
Kansas City,1909,376,82,Kansas City (Kansas) Post Office Bldg.,Uncategorized,,"Kansas City (Kansas) Post Office Bldg., Min- nesota av., sw. cor. 7th.",,
Kansas City,1909,376,83,Kansas City (Kansas) Market House Bldg.,Uncategorized,,"Kansas City (Kansas) Market House Bldg.. 6th, se cor. Tauromee.",,
Kansas City,1909,376,84,Fowler Packing Co.,Uncategorized,,"Kaw Point, bet, James and Missouri River, n. of Fowler Packing Co.",,
Kansas City,1909,376,85,Leavenworth Electric Ry.,Uncategorized,,"Kingston (col'd settlement), from State av. to Everett, bet, Lynden and Leavenworth Electric Ry.",,
Kansas City,1909,376,86,Kirby Block,Uncategorized,,"Kirby Block, 500 Kansas av.",,
Kansas City,1909,376,87,Knackstedt Bldg.,Uncategorized,,"Knackstedt Bldg., 753 Minnesota av.",,
Kansas City,1909,376,88,Law Bldg.,Uncategorized,,Law Bldg.. 721 Minnesota av.,,
Kansas City,1909,376,89,Lilley Bldg.,Uncategorized,,"Lilley Bldg., 741-743 Osage av.",,
Kansas City,1909,376,90,Loschke Block,Uncategorized,,Loschke Block. 615 Ferry.,,
Kansas City,1909,376,91,Lutz Bldg.,Uncategorized,,Lutz Bldg.. 719 Minnesota av..,,
Kansas City,1909,376,92,Lyons Bldg.,Uncategorized,,"Lyons Bldg., 633-655 Kansas av.",,
Kansas City,1909,376,93,MeGrew Block,Uncategorized,,"MeGrew Block, 650 Minnesota av.",,
Kansas City,1909,376,94,MeGrew Bldg.,Uncategorized,,MeGrew Bldg.. 717 Minnesota av.,,
Kansas City,1909,376,95,Marie Place,Uncategorized,,Marie Place. 1300 Quindaro boul.,,
Kansas City,1909,376,96,Masonic Bldg.,Benevolent and Fraternal,,"Masonic Bldg., 624 Minnesota av.",,
Kansas City,1909,376,97,Masonic Temple,Benevolent and Fraternal,,"Masonic Temple, 7th, ne. cor. Ann.",,
Kansas City,1909,376,98,Board of Trade Bldg.,Civic Organizations,,"Meriwether Bldg., now Board of Trade Bldg.. 541 Minnesota av.",,
Kansas City,1909,376,99,Merriam Place,Uncategorized,,"Merriam Place, Quindaro boul., nw. cor. Sth.",,
Kansas City,1909,376,100,Merrill's E. S. Block,Uncategorized,,"Merrill's E. S. Block, 803-805 Osage.",,
Kansas City,1909,376,101,Moss Block,Uncategorized,,"Moss Block, 304-308 Kansas av.",,
Kansas City,1909,376,102,Motala Apartments,Uncategorized,,"Motala Apartments, 344-346 Washington boul.",,
Kansas City,1909,376,103,Mullen Block,Uncategorized,,"Mullen Block, 256-258 N. 10th.",,
Kansas City,1909,376,104,Neudeck Bldg.,Uncategorized,,"Neudeck Bldg., 644 Minnesota av.",,
Kansas City,1909,376,105,New Auditorium Bldg.,Uncategorized,,"New Auditorium Bldg., 607 Minnesota av.",,
Kansas City,1909,376,106,Odd Fellows Bldg.,Benevolent and Fraternal,,"Odd Fellows Bldg., Minnesota av., ne. cor. Gth.",,
Kansas City,1909,376,107,Orchard Place,Welfare Organizations,,"Orchard Place, ws, 20th, 1 block n of Quin- daro boul.",,
Kansas City,1909,376,108,Peoples National Bank Bldg.,Uncategorized,,"Peoples National Bank Bldg., 7th, ne. cor. Minnesota av.",,
Kansas City,1909,376,109,Poley Bldg.,Uncategorized,,"Poley Bldg., 725-727 Osage av.",,
Kansas City,1909,376,110,Portsmouth Annex Bldg.,Uncategorized,,"Portsmouth Annex Bldg., 607 Minnesota av.",,
Kansas City,1909,376,111,Portsmouth Bldg.,Uncategorized,,"Portsmouth Bldg., Minnesota av., sw. cor. 6th.",,
Kansas City,1909,376,112,Post Office Bldg.,Uncategorized,,"Post Office Bldg., Minnesota av., sw. cor. 7th.",,
Kansas City,1909,376,113,Potomac Heights,Uncategorized,,"Potomac Heights, s. of Kaw River, nr. 5th St. Bridge.",,
Kansas City,1909,376,114,Public Library Bldg.,Uncategorized,,"Public Library Bldg.. Huron pl., ss. Minne- sott av., bet. Eth and 7th.",,
Kansas City,1909,376,115,Reynolds Block,Uncategorized,,"Reynolds Block, 1401 Central av.",,
Kansas City,1909,376,116,Riverview State Bank Bldg.,Uncategorized,,"Riverview State Bank Bldg., Central av., nw. cor. 7th.",,
Kansas City,1909,376,117,Scales Flats,Uncategorized,,"Scales Flats, 812-844 New Jersey av.",,
Kansas City,1909,376,118,Schlitz Block,Uncategorized,,"Schlitz Block, 32-38 Central av.",,
Kansas City,1909,376,119,Shankenbery's Block,Uncategorized,,"Shankenbery's Block, 629 Kansas av.",,
Kansas City,1909,376,120,Simpson Block,Uncategorized,,"Simpson Block, 724 Central av.",,
Kansas City,1909,376,121,Stock Yards Exchange,Uncategorized,,"Stock Yards Exchange, State Line, 9. of Pacific.",,
Kansas City,1909,376,122,Stubbs Bldg.,Uncategorized,,"Stubbs Bldg., 645 Minnesota av.",,
Kansas City,1909,376,123,Swedish Bldg.,Uncategorized,,"Swedish Bldg., 739-741 Minnesota av.",,
Kansas City,1909,376,124,Tennyson Heights,Uncategorized,,"Tennyson Heights, parallel to Wood Tennyson to Beach.",,
Kansas City,1909,376,125,Trumot Flats,Uncategorized,,"Trumot Flats, 2110-2120 N. 4th.",,
Kansas City,1909,376,126,United States & Mexican Trust Co.. Bldg.,Uncategorized,,"United States & Mexican Trust Co.. Bldg., 710 Minnesota av.",,
Kansas City,1909,376,127,Waverly Place,Uncategorized,,"Waverly Place. Quindaro boul., ur. cor. 21st.",,
Kansas City,1909,376,128,Welch Bldg.,Uncategorized,,"Welch Bldg., Kansas av., sw. cor. 4th.",,
Kansas City,1909,376,129,White's Biock,Uncategorized,,"White's Biock, 1102 Minnescta av.",,
Kansas City,1909,376,130,Willner Bldg.,Uncategorized,,"Willner Bldg., 535-537 Minnesota av.",,
Kansas City,1909,376,131,Wyandotte Bldg.,Uncategorized,,"Wyandotte Bldg., 5th, ne. cor. Minnesota av.",,
Kansas City,1909,376,132,Wyandotte Place,Uncategorized,,"Wyandotte Place, bet. New Jersey av., Vir- ginia av., Hallock and 6th.",,
Kansas City,1916,1576,1,DITSCH & FISCHER MONUMENTS MAUSOLEUMS AND VAULTS,Uncategorized,,DITSCH & FISCHER MONUMENTS MAUSOLEUMS AND VAULTS 832 Minnesota Ave. Home Phone W. 433 Bell W. 1057,,
Kansas City,1916,1576,2,WYANDOTTE COUNTY BAR ASSOCIA- TION,Uncategorized,,"WYANDOTTE COUNTY BAR ASSOCIA- TION 210 Husted Bldg. O. Q. Claflin, Jr., Pres.; A. J. Stanley, Vice-Pres.; James Luscombe, Sec.; Thomas M. VanCleave, Treas.",,
Kansas City,1916,1576,3,WESTERN WEIGHING AND INSPEC- TION BUREAU,Uncategorized,,"WESTERN WEIGHING AND INSPEC- TION BUREAU 865 Live Stock Exchange. A. S. Hogins, Live Stock Agt.",,
Kansas City,1916,1576,4,Benedictine Sisters,Churches,,"Benedictine Sisters, 928 Pacific av.",,
Kansas City,1916,1576,5,St. Mary's,Churches,,"St. Mary's, 712 N. 5th.",,
Kansas City,1916,1576,6,St. Thomas,Churches,,"St. Thomas, 624 Pyle.",,
Kansas City,1916,1576,7,Sisters of Charity,Benevolent and Fraternal,,"Sisters of Charity, 2201 Parallel av., 500 N. 13th, 325 N. 14th and Ann av., sw. cor 5th.",,
Kansas City,1916,1576,8,Sisters of St. Benedict,Churches,,"Sisters of St. Benedict, 611 N. 7th and 2911 Strong av.",,
Kansas City,1916,1576,9,Sisters of St. Francis,Churches,,"Sisters of St. Francis, 400 Barnett av.",,
Kansas City,1916,1576,10,Sisters of St. Joseph,Benevolent and Fraternal,,"Sisters of St. Joseph, 628 Pyle.",,
Kansas City,1916,1576,11,Sisters of the Poor of St. Francis,Relief Organizations,,"Sisters of the Poor of St. Francis, Ver- mont, sw. cor. Harrison.",,
Kansas City,1916,1576,12,Children's Home,Welfare Organizations,,"Children's Home, 802 State av., Mrs. J. A. Cable, Pres.; Mrs. Willard Mer- riam, 1st Vice-Pres.; Mrs. C. I. Lee, 2d Vice-Pres.; Mrs. M. G. Kemp, Sec.; Mrs. Minnie K. Case, Treas.; Camilla Forqueran, Matron.",,
Kansas City,1916,1576,14,Children's Orphan Home,Welfare Organizations,,"Children's Orphan Home, 9th, ne. cor. Washington Boul., Eliza Williams, Matron.",,
Kansas City,1916,1576,15,County Detention Home,Uncategorized,,"County Detention Home, 1903 N. 10th. Patrick H. Ford, Supt.; Mary A. Ford, Matron.",,
Kansas City,1916,1576,16,County Home and Farm,Uncategorized,,"County Home and Farm, Horniff, Kas., on Northwestern R. R. and Leaven- worth Electric Line.",,
Kansas City,1916,1576,17,Croatian Slaven National Home,Clubs,,"Croatian Slaven National Home, 404 N. 5th.",,
Kansas City,1916,1576,18,German Deaconess Emanuel Home,Hospitals,,German Deaconess Emanuel Home. 915 Barnett av.,,
Kansas City,1916,1576,19,Life Line Rescue Home,Welfare Organizations,,"Life Line Rescue Home, 1916 N. 3d. Schuyler V. Coe, Supt.",,
Kansas City,1916,1576,20,Mission Home,Churches,,"Mission Home, 200 S. 7th. Jacob D. Min- inger, Supt.",,
Kansas City,1916,1576,21,Nurses' Home,Hospitals,,"Nurses' Home, 1316 N. 7th. Elva V. Stearns, Registrar.",,
Kansas City,1916,1576,22,Widows' and Orphans' Relief Home,Benevolent and Fraternal,,"Widows' and Orphans' Relief Home, 839 S. 6th. Rev. Charles A. Wear, Supt.",,
Kansas City,1916,1576,23,Bethany Methodist Hospital,Hospitals,,"Bethany Methodist Hospital, 12th and Central av. J. McLean Moulder, M. D., Supt.",,
Kansas City,1916,1576,24,Douglass Hospital,Hospitals,,"Douglass Hospital (col'd), 312 Wash- ington av. Frances McWilliams, Supt.",,
Kansas City,1916,1576,25,Grandview Sanitarium,Hospitals,,"Grandview Sanitarium, 26th and Ridge av. S. S. Glasscock, Supt.",,
Kansas City,1916,1576,26,Sisters of the Poor of St. Francis,Hospitals,,"St. Margaret's Hospital, Vermont av., sw. cor. Harrison. Sisters of the Poor of St. Francis in Charge.",,
Kansas City,1916,1576,27,Smith's William H. Sanitarium,Hospitals,,"Smith's William H. Sanitarium, 1520 N. 5th.",,
Kansas City,1916,1576,28,Franciscan Fathers,Churches,,Franciscan Fathers. 637 Barnett av.,,
Kansas City,1916,1576,29,Argentine Cemetery,Churches,,"Argentine Cemetery, Shawnee boul., se. cor. Gibbs rd.",,
Kansas City,1916,1576,30,Calvary (Catholic) Cemétery,Uncategorized,,"Calvary (Catholic) Cemétery, Riedy rd., nw. cor. Hollecker lane.",,
Kansas City,1916,1576,31,Highland Park Cemetery Assn,Uncategorized,,"Highland Park Cemetery Assn. Office 605 Minnesota av. Henry McGrew, Pres.: W. J. Sloan, Sec. Cemetery Riedy rd., 1 mile west of 18th.",,
Kansas City,1916,1576,32,Indian (Huron) Cemetery,Uncategorized,,"Indian (Huron) Cemetery, ss. Minne- sota av., bet. 6th and 7th.",,
Kansas City,1916,1576,33,MAPLE HILL CEMETERY CO,Uncategorized,,MAPLE HILL CEMETERY CO Ed- ward Steele Pres Chas D Darnall Vice-Pres Frank Klaber Sec and Treas Shawnee boul Argentine Station Tel Bell Argentine 166J (See Left Side Lines),,
Kansas City,1916,1576,34,Mount Calvary Cemetery,Uncategorized,,Mount Calvary Cemetery Riedy rd nw cor. 38th,,
Kansas City,1916,1576,35,Mount Hope Cemetery Assn,Uncategorized,,"Mount Hope Cemetery Assn. Office 605 Minnesota av. Willard Merriam, Pres.; William Sloan, Sec. Cemetery, ns. Parallel av., nr. K. C. Western Ry.",,
Kansas City,1916,1576,36,Oak Grove Cemetery,Uncategorized,,"Oak Grove Cemetery, Herbert Ellis Supt., Waverly, cor. 3d",,
Kansas City,1916,1576,1,Quindaro Cemetery,Uncategorized,,"Quindaro Cemetery, ns. Parallel av., ¼ mile w. of K. C. Western Ry.",,
Kansas City,1916,1576,2,Riverside Cemetery Assn.,Uncategorized,,Riverside Cemetery Assn. 605 Minnesota av.,,
Kansas City,1916,1576,3,St. John's Cemetery,Uncategorized,,"St. John's Cemetery, ss. Riedy rd., 1 mile w. of limits.",,
Kansas City,1916,1576,4,Woodlawn Cemetery Assn.,Uncategorized,,"Woodlawn Cemetery Assn. Office 626 Minnesota av. John V. Andrews, Pres.; Samuel H. Mileham, Sec. Cemetery, 9th and Stewart av.",,
Kansas City,1916,1576,5,Armourdale,Churches,,"Armourdale, Mill, sw. cor. Shawnee av. Rev. Franklin L. Streeter, pastor. Sunday services 7:30 p. m. Wednesday 7:30 p. m. Sunday School 9.45 a. m.",,
Kansas City,1916,1576,6,Bethel,Churches,,"Bethel, 43 N. 1st. Miss Nathanlia Clyde, superintendent. Rev. Sixta, missionary. Sunday service 7:45 p. m. Sunday School 3 p. m.",,
Kansas City,1916,1576,7,Chelsea,Churches,,"Chelsea, Garfield, av., sw. cor. 26th, Rev. Isaac P. Frazier, pastor. Sunday services 11 a. m. and 7:45 p. m. Sunday School 9:45 a. m.",,
Kansas City,1916,1576,8,Edgerton Place,Churches,,"Edgerton Place, 5th, ne. cor. Greeley av. Rev. Charles D. Eldridge, minister. Sunday services 11 a. m. and 8 p. m. Sunday School 9:45 a. m. B. Y. P. U. 7 p. m.",,
Kansas City,1916,1576,9,Grandview,Churches,,"First, Grandview boul., sw. cor. 10th. Rev. Stephen A. Northrop, minister. Sunday services 10:30 a. m. and 7:30 p. m. Sunday School 9:45 a. m.",,
Kansas City,1916,1576,10,First Argentine,Churches,,"First Argentine, 1445 S. 7th. Rev. Russell A. Rapson, pastor, Sunday services 11 a. m. and 7:30 p. m. Sunday School 9:45 a. m. B. Y. P. U. 6:30 p. m. Prayer meeting Wednesday 8 p. m.",,
Kansas City,1916,1576,11,First Swedish,Churches,,"First Swedish, 646 Ohio av Rev. Karl A. Johanson, minister. Sunday services 11 a. m. and 7:45 p. m. Sunday School 9:45 a. m.",,
Kansas City,1916,1576,12,Grandview,Churches,,"Grandview, 231 N. 24th. Rev. Marcus O. Clemmons, minister. Sunday services 10:45 a. m. and 7:45 p. m. Sunday School 9:45 a. m. Prayer meeting Wednesday 7:45 p. m. B. Y. P. U. 6:50 p. m.",,
Kansas City,1916,1576,13,Greystone Heights,Churches,,"Greystone Heights, Ralph, se. cor. Lombard. Rev. W. G. Pumphrey, pastor. Sunday services 11 a. m. and 7:30 p. m. Sunday School 9:30 a. m.",,
Kansas City,1916,1576,14,London Heights,Churches,,"London Heights, 1600 New Jersey av. Rev. Judson E. Woods, minister. Sunday services 11 a. m. and 8 p. m. Sunday School 9:45 a. m. B. Y. P. U. 7 p. m.",,
Kansas City,1916,1576,15,Oakland Park,Churches,,"Oakland Park, 210 S. 14th. Rev. C. A A. Heydon, pastor. Sunday services 11 a. m. and 7:30 p. m. Sunday School 9:45 a. m.",,
Kansas City,1916,1576,16,Ruby Av. Branch,Churches,,"Ruby Av. Branch, Ruby av., ne. cor. Ferree. Rev. Charles B. Lewis, pastor. Sunday services, 11 a. m. and 8 p. m. Sunday School 9:45 a. m..",,
Kansas City,1916,1576,17,West Argentine Chapel,Churches,,"West Argentine Chapel, 3715 Powell av. Sunday School 3 p. m.",,
Kansas City,1916,1576,18,West Armourdale Chapel,Churches,,"West Armourdale Chapel, 14th, ne. cor. Scott av. Sunday School, 3 p. m.",,
Kansas City,1916,1576,19,Yecker Av.,Churches,,"Yecker Av., Yecker av., ne cor. 15th. Rev. C. A. Earl, minister. Sunday services 11 a. m. and 7:45 p. m. Sunday School 9:45 a. m.",,
Kansas City,1916,1576,20,Baptist Ministers' Alliance,Clubs,,"Baptist Ministers' Alliance. Rev. Franklin L. Streeter, Pres. Rev. Perry О. Sylvera, Sec. Meets 2d and 4th Monday, 10:30 a. m. 204 Commercial Nat. Bank Bldg.",,
Kansas City,1916,1576,21,Eight St.,Churches,,"Eight St., 8th, sw. cor. Oakland av. Rev. D. B. Jackson, pastor. Sunday services 11 a. m. and 8 p. m. Sunday School 10 a. m.",,
Kansas City,1916,1576,22,First,Churches,,"First, 500 Nebraska av. Rev. William A. Bowren, pastor. Sunday services 11 a. m. and 8 p. m. Sunday School 9:45 a. m.",,
Kansas City,1916,1576,23,King Solomon,Churches,,"King Solomon, 1018 N. 3d. Rev. John W. Clay, pastor. Sunday Services 11 a. m. and 7:30 p. m.",,
Kansas City,1916,1576,24,Metropolitan,Churches,,"Metropolitan, 9th, se. cor. Washington boul. Rev. Daniel K. Holmes, pastor. Sunday services 11 a. m. and 8 p. m. Sunday School 12:30 p. m.",,
Kansas City,1916,1576,25,Metropolitan,Churches,,"Metropolitan, 2410 Metropolitan av. Rev. Rufus Lander, pastor. Sunday services 11 a. m. and 7:30 p. m. Sunday School 2 p. m.",,
Kansas City,1916,1576,26,Morning Star,Churches,,"Morning Star. Kimball, sw, cor. Howard. Rev. Patrick M. Mack, pastor. Sunday services 11 a. m. and 7:30 p. m. Sunday School 1:30 p. m.",,
Kansas City,1916,1578,1,St Anthony's,Churches,,"Clothes for Men St Anthony's, 7th se. cor. Barnett av.",,
Kansas City,1916,1578,2,Baker's Clothes Shop,Churches,,"$10, $15 AND $20 Rev. Sigismund Pirron, O. F. M., rector: Rev. Conradin Hiemer, O. F. M., Baker's Clothes Shop asst. rector. Mass 6 a. m., 8 a. m., and 10:30 a. m. Vespers 3 p. m.",,
Kansas City,1916,1578,3,St. Benedict's,Churches,,"540 Minnesota Ave. St. Benedict's, ns. Pacific, nr. Boeke. Revs. Francis McDonald and Patrick O'Shea. Mass 6, 8 and 10:30 a. m. Sunday evening services 8:30 p. m.",,
Kansas City,1916,1578,4,Mount Pleasant,Churches,,"Mount Pleasant, 1517 N. 3d. Rev. J. R. Richardson, pastor. Sunday services St. Brigids, Reynolds, ne. cor. 1st. Rev. Willibior Cieveink. Mass, Sunday, 8 a. m. and 10 a. m. Week days, 7:30 a. m. Vespers, 7:30 p. m.",,
Kansas City,1916,1578,5,Mount Zion,Churches,,"Mount Zion, 417 Virginia av. Rev. Charles Ferguson, pastor. Sunday services 11 a. m. and 8 p. m. Sunday School 2 p. m.",,
Kansas City,1916,1578,6,Mount Zion,Churches,,"Mount Zion, Quindaro sta. Vespers 3 p. m.",,
Kansas City,1916,1578,7,New Hope,Churches,,"New Hope, 66 Kansas av. Rev. Frank Richardson.",,
Kansas City,1916,1578,8,Pleasant Green,Churches,,"Pleasant Green, 1st, sw. cor. Splitlog av. Rev. George McNeal, pastor. Sunday services 11 a. m. and 7 p. m. Sunday School 1 p. m.",,
Kansas City,1916,1578,9,Second,Churches,,"Second, Ruby av., nw. cor. 24th, Rev. N. S. Jenkins, pastor.",,
Kansas City,1916,1578,10,St. Philip's Primitive,Churches,,"St. Philip's Primitive, 346 New Jersey av. Rev. Elda M. Phillips, pastor. Sunday services 10:30 a. m. and 7:30 p. m.",,
Kansas City,1916,1578,11,Tabernacle,Churches,,"Tabernacle, 210 Berger av. Rev. Luke S. Arthur, pastor. Sunday services 11 a. m. and 7:45 p. m. Sunday School 10 a. m.",,
Kansas City,1916,1578,12,Tremont,Churches,,"Tremont, 2706 Sherman.",,
Kansas City,1916,1578,13,St. Peter's Chapel,Churches,,"St. Peter's Chapel, 14th, nw. cor. Orville av. Rev. Francis M. Orr. Mass Sundays, 7:30 and 10 a. m., week days, 7 a. m. Vespers, 7:30 p. m.",,
Kansas City,1916,1578,14,Diocese of Leavenworth,Churches,,"Diocese of Leavenworth. Rt. Rev. John Ward, Bishop, 1228 Sandusky av.",,
Kansas City,1916,1578,15,Blessed Sacrament,Churches,,"Blessed Sacrament, 22d., ne. cor. Troup av. Rev. Eugene L. Dekat. Mass 7 8 and 10 a. m. Vespers, summer, 7:30 to 9 in summer and 8 to 10 a. m. in winter. Vespers 7:30 p. m.",,
Kansas City,1916,1578,16,Holy Family Catholic Church,Churches,,Holy Family Catholic Church (Slavon-lan) 515 Ohio av Rev. Anton Leskovich.,,
Kansas City,1916,1578,17,S. S. Cyril and Methodius,Churches,,"S. S. Cyril and Methodius (Slovak), 40 N. Mill. Rev. F. J. Kulisek. Mass, 8 and 10 a. m. Vespers, 3 p. m.",,
Kansas City,1916,1578,18,St. Casimir's,Churches,,"St. Casimir's (Lithuanian) Grandview boul., cor. Ridge, Rev. Anthony Tamolunas. Mass 8 and 10:30 a. m. Vespers 3 p. m.",,
Kansas City,1916,1578,19,St. George's,Churches,,"St. George's (Servian), 37 N. 1st,. Rev. Philip Sredanovich, Sunday and Holy day services 10 a. m., in the vigil of Holy days 7 p. m. Sunday School 9 a. m.",,
Kansas City,1916,1578,20,St. John the Baptist,Churches,,"St. John the Baptist (Croatian), 708 Ν. 4th. Rev. M. D. Krmpotec. Mass every day, 8 a. m., Sunday, 8 and 10 a. m. Vespers, 3 p. m.",,
Kansas City,1916,1578,21,St. John the Evangelist,Churches,,"St. John the Evangelist, Strong av., ne. cor. 30th. Rev. Louis J. Beck, Mass, 8:30 and 10:30 a. m. Vespers, 8 p. m.",,
Kansas City,1916,1578,22,St. Joseph's,Churches,,"St. Joseph's (Polish), 807 Vermont av. Rev. John Grudzinski. Mass 8:30 and 10:30 a. m. Vespers 3:30 p. m.",,
Kansas City,1916,1578,23,St. Mary's,Churches,,"St. Mary's, 5th, nw. cor. Ann av. Revs. Alexander W. Jennings and E. F. Vallely. Mass, 6, 8 and 10:30 a. m. Vespers, 7:30 p.m.",,
Kansas City,1916,1578,24,St. Rose of Lima,Churches,,"St. Rose of Lima, 8th and Quindaro boul. Rev. William Michel, Mass, 8 and 10 a. m. Vespers, summer, 7:30 p. m.; winter, 3 p. m.",,
Kansas City,1916,1578,25,St. Thomas,Churches,,"St. Thomas, 628 Pyle. Revs. John McKenna and Stephen F. Hoely. Mass, 6, 8 and 10:30 a. m. Vespers 7:30 p. m.",,
Kansas City,1916,1578,26,Advent,Churches,,"Advent, Garfield av., ne cor. 25th. Rev. Preston L. Sweany, pastor. Sunday services, 11 a. m. and 7:30 p. m. Prayer service, Wednesday, 8 p. m. Sunday School 10 a. m.",,
Kansas City,1916,1578,27,Y. P. S. C. E.,Youth Organizations,,"Argentine, 28th and Metropolitan av. Rev. Emanuel Jones, pastor. Sunday services, 11 a. m. and 8 p. m. Sunday School, 10 a. m. Y. P. S. C. E., 7 p. m.",,
Kansas City,1916,1578,28,Christian En-deavor,Youth Organizations,,"Central, 7th, sw. cor. Armstrong av. Rev. C. C. Sinclair, pastor. Sunday services, 11 a. m. and 7:30 p. m. Bibl School, 9:30 a. m. Christian En-deavor, 7 p. m.",,
Kansas City,1916,1578,1,First,Churches,,"First, 10th, sw. cor. Hasbrook av. Sunday services, 11 a. m. and 7:30 p. m. Sunday School 10 a. m.",,
Kansas City,1916,1578,2,Grandview,Churches,,"Grandview, 1916 Central av. Rev. Rudolph H. Heicke, pastor. Sunday services, 11 a. m. and 7:30 p. m. Sunday School, 9:45 a. m.",,
Kansas City,1916,1578,3,Quindaro Boulevard,Churches,,"Quindaro Boulevard, 12th, sw. cor. Georgia av. Sunday services, 11 a. m. and 8 p. m. Sunday School, 9:45 a. m.",,
Kansas City,1916,1578,4,Temple,Churches,,"Temple, 7th, ne. cor. Parallel av. Rev. Austin J. Hollingsworth, pastor. Sunday services, 11 a. m. and 8 p. m. Sunday School, 9:30 a. m.",,
Kansas City,1916,1578,5,Christian Endeavor,Youth Organizations,,"First, 1401 N. 8th. Rev. Frank C. Coth- ran, pastor. Sunday services, 11 a. m. and 8 p. m. Sunday School, 1 р. m. Christian Endeavor, 7 p. m. Wednesday service, 8 p. m.",,
Kansas City,1916,1578,6,Third,Churches,,"Third, 8th and Everett av. Rev. WH- liam M. Hancock, pastor. Sunday services, 11 a. m. and 8 p. m. Sunday School, 1 p. m.",,
Kansas City,1916,1578,7,Christian Science Auditorium,Churches,,"Christian Science Auditorium, 747 Min- nesota av.",,
Kansas City,1916,1578,8,"First Church of Christ, Scientist",Churches,,"First Church of Christ, Scientist, 747 Minnesota av. William A. Callahan, first reader. Sunday services, 11 a. m. and 8 p. m. Wednesday, 8p. m. Sunday School, 9:45 a. m. Reading room, 252 Wahlenmaier Bldg.",,
Kansas City,1916,1578,9,Y. P. S. C. E.,Youth Organizations,,"Central, 1720 Central av. Rev. Lewis Bookwalter, pastor. Sunday services, 11 a. m. and 7:30 p. m. Sunday School, 9:45 a. m. Y. P. S. C. E., 6:45 p. m.",,
Kansas City,1916,1578,10,Christian Endeavor,Youth Organizations,,"Chelsea, 27th, se. cor. Garfield av. Rev. Tilden Sloan. Sunday services, 11 a. m. and 7:45 p. m. Sunday School, 9:45 a. m. Christian Endeavor, 7 p. m.",,
Kansas City,1916,1578,11,Christian Endeavor,Youth Organizations,,"First, 6th, se. cor. Everett av. Rev. John J. G. Graham, pastor. Sunday services, 11 a. m.; evening 7 p. m. in summer, 8 p. m. in winter. Sunday School, 9:45 a. m. Christian Endeavor, 1 hour before evening service.",,
Kansas City,1916,1578,12,Ruby Avenue,Churches,,"Ruby Avenue, Ruby av., se. cor. 22d. Rev. George B. Drake, pastor. Sunday services, 11 a. m. and 8 p. m. Sunday School, 9:45 a. m.",,
Kansas City,1916,1578,13,Dunkard Brethren,Churches,,"Dunkard Brethren, 921 Central av. Rev. Isaac H. Crist, pastor. Sunday services, 11 a. m. and 8 p. m. Sun- day School, 10 a. m. Endeavor, 7 р. m. Prayer meeting, Wednesday, 8 p. m.",,
Kansas City,1916,1578,14,Dunkard Brethren Mission,Churches,,"Dunkard Brethren Mission, 719 St. Paul.",,
Kansas City,1916,1578,15,Central,Churches,,"Calvary, 17th and Central av. Rev. J. W. Barker.",,
Kansas City,1916,1578,16,Good Shepherd,Churches,,"Good Shepherd, 12th, bet. Osage av. and Hasbrook av. Rev. John W. Barker, rector. Sunday services 11 a. m. and 3 p. m. Sunday School 2 p. m.",,
Kansas City,1916,1578,17,Grace,Churches,,"Grace, 1521 S. 18th.",,
Kansas City,1916,1578,18,St. Paul's,Churches,,"St. Paul's, 714 State av. Rev. R. H. Mize, rector. Sunday services, 11 a. m. and 7:30 p. m. Sunday School 9:45 a. m.",,
